property_id,address,suburb,postcode,latitude,longitude,ground_elevation_m_ahd,building_footprint,building_area_m2,dwelling_structure_census,bedroom_count,vehicle_count,ev_count,affluence_score,construction_type,floor_height_offset_m,switchboard_type,circuit_count,kitchen_spec,flooring,building_age_years,flood_planning_level_m_ahd,peak_water_level_m_ahd,peak_depth_above_floor_m,depth_above_floor_m,wetted_wall_area_m2,severity_factor,switchboard_cost_aud,plasterboard_cost_aud,flooring_cost_aud,kitchen_cabinetry_cost_aud,electrical_cost_aud,appliance_cost_aud,drying_decon_cost_aud,painting_cost_aud,demolition_cost_aud,initial_estimated_cost_aud,insurance_delay_days,job_start_day,job_duration_days,job_end_day,scope_multiplier,stockout_day_relevant,labour_actual_aud,materials_actual_aud,actual_repair_cost_aud
GNAF-GANSW704643698,9 GAYNOR PLACE,EAST LISMORE,2480,-28.83106754,153.2811507,119.90399932861328,,70.9,separate_house,3,2,0,0.38869257950530034,short_stumps,0.5,ceramic_fuse,6,standard_laminate,timber_floorboards,101,13.4,14.4,0.0,0.0,10.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW705219418,88 HIGH STREET,LISMORE HEIGHTS,2480,-28.80266947,153.29602594,103.67900085449219,,83.8,semi_detached,3,3,0,0.5830388692579506,short_stumps,0.5,circuit_breaker_rcd,16,stone_benchtop,laminate,19,13.4,14.4,0.0,0.0,10.99,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW720340453,13 CANARY DRIVE,GOONELLABAH,2480,-28.82650313,153.33041915,160.66600036621094,,95.4,separate_house,4,3,0,0.9328621908127208,slab_on_ground,0.15,circuit_breaker_rcd,17,stone_benchtop,tile,14,13.4,14.4,0.0,0.0,11.72,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW704651232,12 WALKER STREET,EAST LISMORE,2480,-28.82449277,153.29156733,12.336999893188477,,146.3,separate_house,4,1,0,0.38869257950530034,slab_on_ground,0.15,circuit_breaker_rcd,13,basic_laminate,carpet,66,13.4,14.4,1.913,1.913,107.07,1.957,2548.97,9512.69,9627.79,4080.68,2288.67,3049.16,7738.51,3961.66,6494.09,49302.22,2.24,241,22,263,1.4,True,38120.63,42786.4,80907.03
GNAF-GANSW712292376,59 MOLESWORTH STREET,LISMORE,2480,-28.80604998,153.27665778,4.150000095367432,,76.3,separate_house,3,1,0,0.15901060070671377,high_stumps,1.5,ceramic_fuse,7,standard_laminate,timber_floorboards,137,13.4,14.4,8.75,8.75,83.86,2.0,1336.28,9105.33,9510.38,4950.04,1602.65,3621.46,4434.63,2466.95,3252.37,40280.09,3.8,36,17,53,1.36,False,34609.56,32738.09,67347.65
GNAF-GANSW705225307,UNIT 2 2 SHERWOOD DRIVE,LISMORE,2480,-28.81540839,153.2948318,38.11199951171875,,77.6,other,2,1,0,0.15901060070671377,high_stumps,1.5,circuit_breaker_rcd,21,premium_stone_island,tile,8,13.4,14.4,0.0,0.0,10.57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW717106747,7 ORION STREET,LISMORE,2480,-28.80648057,153.28720676,9.25,,104.3,separate_house,3,2,0,0.15901060070671377,high_stumps,1.5,ceramic_fuse,7,basic_laminate,vinyl,80,13.4,14.4,3.65,3.65,98.04,2.0,1891.92,9990.12,5264.99,5212.07,1280.63,4293.24,5040.8,3572.85,4530.83,41077.46,9.79,226,15,241,1.4,True,24702.74,30484.03,55186.77
GNAF-GANSW705237014,UNIT 2 17 PENDARA CRESCENT,LISMORE HEIGHTS,2480,-28.79813461,153.29543843,53.24300003051758,,100.0,separate_house,3,1,0,0.5830388692579506,short_stumps,0.5,circuit_breaker_rcd,13,standard_laminate,timber_floorboards,26,13.4,14.4,0.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW705217374,UNIT 1 6 GALLAGHER DRIVE,LISMORE HEIGHTS,2480,-28.80981151,153.30645534,100.9489974975586,,114.3,separate_house,3,2,1,0.5830388692579506,slab_on_ground,0.15,circuit_breaker_basic,11,basic_laminate,carpet,56,13.4,14.4,0.0,0.0,12.83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW712309247,UNIT 2 4 PINEVIEW DRIVE,GOONELLABAH,2480,-28.8192916,153.33683365,140.47000122070312,,129.5,separate_house,4,2,0,0.9328621908127208,slab_on_ground,0.15,circuit_breaker_rcd,13,stone_benchtop,tile,17,13.4,14.4,0.0,0.0,13.66,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW719885380,UNIT 6 60 BARHAM STREET,EAST LISMORE,2480,-28.82724026,153.28620715,68.72100067138672,,114.4,separate_house,4,3,0,0.38869257950530034,short_stumps,0.5,circuit_breaker_rcd,9,standard_laminate,timber_floorboards,48,13.4,14.4,0.0,0.0,12.83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW712332599,105 ELLIOTT ROAD,SOUTH LISMORE,2480,-28.81100347,153.25980095,10.49899959564209,"[[153.2596912, -28.810964799999997], [153.2596173, -28.811336699999995], [153.2598361, -28.81137010000001], [153.25991, -28.810998100000003], [153.2596912, -28.810964799999997]]",90.6,separate_house,4,2,0,0.0,slab_on_ground,0.15,circuit_breaker_rcd,12,basic_laminate,carpet,55,13.4,14.4,3.751,3.751,91.38,2.0,2172.89,7236.75,7247.98,4138.82,2580.78,3872.74,3471.65,2938.35,3849.78,37509.75,1.64,247,16,263,1.4,True,23702.97,28477.67,52180.64
GNAF-GANSW712272010,UNIT 8 11 HIGH STREET,LISMORE,2480,-28.80382286,153.28658655,26.01799964904785,,40.0,semi_detached,1,0,0,0.15901060070671377,high_stumps,1.5,ceramic_fuse,5,standard_laminate,timber_floorboards,165,13.4,14.4,0.0,0.0,7.59,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW718770337,17 MACKELLAR PLACE,GOONELLABAH,2480,-28.81308575,153.34120822,147.33099365234375,,109.8,separate_house,4,2,0,0.9328621908127208,slab_on_ground,0.15,circuit_breaker_rcd,17,stone_benchtop,timber_floorboards,8,13.4,14.4,0.0,0.0,12.57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW717018207,35 KADINA STREET,GOONELLABAH,2480,-28.8257989,153.33433855,126.41600036621094,,56.7,semi_detached,2,0,0,0.9328621908127208,high_stumps,1.5,circuit_breaker_rcd,14,premium_stone_island,laminate,23,13.4,14.4,0.0,0.0,9.04,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW712349693,UNIT 9 74 HIGH STREET,LISMORE HEIGHTS,2480,-28.80276789,153.29471795,93.96800231933594,,126.3,separate_house,4,0,0,0.5830388692579506,slab_on_ground,0.15,circuit_breaker_rcd,10,basic_laminate,carpet,76,13.4,14.4,0.0,0.0,13.49,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW705944678,21 KYOGLE STREET,SOUTH LISMORE,2480,-28.81043588,153.26664804,11.333000183105469,,81.5,separate_house,4,3,0,0.0,short_stumps,0.5,circuit_breaker_rcd,9,standard_laminate,timber_floorboards,47,13.4,14.4,2.567,2.567,86.67,2.0,3011.9,7588.25,9800.91,4350.62,2750.1,3490.73,2957.72,3480.38,3756.62,41187.23,11.16,399,20,419,1.4,True,32789.66,33241.44,66031.1
GNAF-GANSW705961289,STATION HOTEL 2 CASINO STREET,SOUTH LISMORE,2480,-28.80941342,153.26876208,11.468999862670898,,87.9,separate_house,3,2,0,0.0,short_stumps,0.5,ceramic_fuse,8,basic_laminate,vinyl,66,13.4,14.4,2.431,2.431,90.0,2.0,1503.51,7328.76,3892.37,4813.7,1599.85,4121.63,3174.44,3193.84,4151.12,33779.21,2.92,284,19,303,1.4,True,21538.53,26669.01,48207.54
GNAF-GANSW712296149,UNIT 1 115 LAUREL AVENUE,LISMORE,2480,-28.80856215,153.28690703,9.534000396728516,"[[153.2869161, -28.808324899999995], [153.2868097, -28.808839999999996], [153.2869149, -28.808854100000005], [153.2870223, -28.808345499999994], [153.2869161, -28.808324899999995]]",30.2,semi_detached,1,2,0,0.15901060070671377,high_stumps,1.5,ceramic_fuse,4,standard_laminate,timber_floorboards,103,13.4,14.4,3.366,3.366,52.76,2.0,1613.52,5525.8,4115.32,3836.13,717.44,4623.06,1693.09,2030.89,1158.81,25314.06,6.16,213,12,225,1.4,True,12437.29,18660.91,31098.2
GNAF-GANSW705219319,49 CONWAY STREET,LISMORE,2480,-28.81221968,153.27720717,9.664999961853027,"[[153.2772348, -28.812262400000005], [153.2773068, -28.8121499], [153.2772006, -28.812097699999995], [153.2771757, -28.812136699999993], [153.2771466, -28.8121224], [153.2770996, -28.812195899999992], [153.2772348, -28.812262400000005]]",40.0,separate_house,3,1,0,0.15901060070671377,slab_on_ground,0.15,circuit_breaker_basic,9,basic_laminate,carpet,69,13.4,14.4,4.585,4.585,60.72,2.0,1752.13,5100.64,1957.62,3452.52,1930.73,3821.28,2215.99,2496.46,1473.42,24200.8,10.23,144,12,156,1.4,True,13725.5,22445.53,36171.04
GNAF-GANSW705225264,FROMELLES MANOR 45 MCKENZIE STREET,LISMORE,2480,-28.81205976,153.28911293,12.425000190734863,,78.8,separate_house,3,1,0,0.15901060070671377,short_stumps,0.5,ceramic_fuse,6,basic_laminate,vinyl,104,13.4,14.4,1.475,1.475,63.03,1.738,1124.89,5105.83,4369.73,3752.22,1018.23,3509.05,4044.72,1651.93,3563.18,28139.78,4.86,352,15,367,1.4,True,16780.17,23882.6,40662.77
GNAF-GANSW705244736,UNIT 1 41 MOLESWORTH STREET,LISMORE,2480,-28.80700395,153.27660632,10.472000122070312,"[[153.2768635, -28.807060100000005], [153.2764318, -28.8068251], [153.2763298, -28.806979799999993], [153.2767654, -28.80721109999999], [153.2768635, -28.807060100000005]]",193.8,semi_detached,2,3,0,0.15901060070671377,high_stumps,1.5,circuit_breaker_basic,11,standard_laminate,timber_floorboards,69,13.4,14.4,2.428,2.428,133.64,2.0,2157.98,14191.99,24966.37,4314.06,1966.74,4572.18,9677.71,3486.34,7503.39,72836.76,2.49,228,24,252,1.4,True,46090.84,52056.04,98146.89
GNAF-GANSW705215977,171 KEEN STREET,LISMORE,2480,-28.81009186,153.27750561,10.003000259399414,"[[153.2775099, -28.8099878], [153.2774767, -28.810035499999994], [153.2773634, -28.810194799999994], [153.277477, -28.810254199999992], [153.277616, -28.810044400000002], [153.2775099, -28.8099878]]",336.4,separate_house,3,1,0,0.15901060070671377,short_stumps,0.5,ceramic_fuse,14,basic_laminate,carpet,62,13.4,14.4,3.897,3.897,176.08,2.0,2040.97,17177.84,26396.08,3613.33,2810.6,3213.08,14564.99,5062.79,15224.73,90104.4,9.37,201,30,231,1.4,True,71298.06,73047.52,144345.59
GNAF-GANSW705530171,131 BRIDGE STREET,NORTH LISMORE,2480,-28.79828111,153.27587801,7.289999961853027,,84.8,separate_house,3,2,0,0.0,slab_on_ground,0.15,ceramic_fuse,8,basic_laminate,carpet,92,13.4,14.4,6.96,6.96,88.4,2.0,1451.95,7706.41,4912.61,4392.08,1786.86,4273.76,3936.25,2926.44,3977.48,35363.83,6.9,139,16,155,1.4,True,18796.2,31625.12,50421.32
GNAF-GANSW705542713,96 ALEXANDRA PARADE,NORTH LISMORE,2480,-28.79776278,153.27585249,9.208000183105469,"[[153.2757797, -28.797673400000015], [153.2757468, -28.797846900000003], [153.2758979, -28.797868899999994], [153.275933, -28.79768359999999], [153.2759031, -28.79767929999999], [153.2759008, -28.797691], [153.2757797, -28.797673400000015]]",147.6,separate_house,4,2,0,0.0,slab_on_ground,0.15,circuit_breaker_rcd,13,basic_laminate,carpet,55,13.4,14.4,5.042,5.042,116.63,2.0,2258.17,10250.35,14255.42,4696.23,2932.66,4439.76,7368.16,3038.57,7448.27,56687.58,3.27,134,21,155,1.4,True,40539.99,50415.73,90955.72
GNAF-GANSW705920536,101 WILSON STREET,SOUTH LISMORE,2480,-28.81046376,153.26071317,12.095000267028809,"[[153.2606782, -28.810332700000004], [153.2606431, -28.810543499999994], [153.2607612, -28.8105563], [153.2607994, -28.810347300000007], [153.2606782, -28.810332700000004]]",276.9,separate_house,3,2,0,0.0,high_stumps,1.5,ceramic_fuse,10,basic_laminate,vinyl,98,13.4,14.4,0.805,0.805,73.55,1.403,1358.26,3981.22,15673.0,3274.92,2366.16,4386.9,13486.59,2818.1,11127.97,58473.12,3.44,330,24,354,1.4,True,46295.47,34987.51,81282.98
GNAF-GANSW712261690,UNIT 4 17 ORION STREET,LISMORE,2480,-28.80470638,153.28211354,10.737000465393066,,114.0,separate_house,4,1,0,0.15901060070671377,short_stumps,0.5,circuit_breaker_basic,8,basic_laminate,vinyl,65,13.4,14.4,3.163,3.163,102.5,2.0,1697.02,9716.64,5735.62,4137.46,1533.44,5260.32,4019.47,3494.07,4561.47,40155.52,2.76,215,20,235,1.4,True,22406.88,34974.09,57380.97
GNAF-GANSW719391098,UNIT 17 74-78 MOLESWORTH STREET,LISMORE,2480,-28.8074613,153.27749967,10.817999839782715,"[[153.2770594, -28.80731039999999], [153.2775838, -28.8075882], [153.2776648, -28.8074708], [153.277447, -28.8073485], [153.2771397, -28.807185499999992], [153.2770594, -28.80731039999999]]",23.0,separate_house,3,3,0,0.15901060070671377,short_stumps,0.5,circuit_breaker_rcd,7,basic_laminate,carpet,56,13.4,14.4,3.082,3.082,46.04,2.0,2011.17,4121.08,1140.02,4793.81,1555.66,4012.56,1203.65,1465.94,1207.71,21511.59,9.53,248,11,259,1.4,True,13196.48,16103.94,29300.42
GNAF-GANSW719885990,UNIT 3 2-6 WATT AVENUE,GOONELLABAH,2480,-28.82293972,153.31448524,145.55099487304688,,94.0,separate_house,3,2,0,0.9328621908127208,short_stumps,0.5,ceramic_fuse,7,stone_benchtop,timber_floorboards,91,13.4,14.4,0.0,0.0,11.63,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW716995859,UNIT 1 58 HINDMARSH STREET,LISMORE,2480,-28.80601648,153.28626269,9.142999649047852,,116.6,separate_house,4,1,0,0.15901060070671377,high_stumps,1.5,circuit_breaker_basic,8,standard_laminate,timber_floorboards,65,13.4,14.4,3.757,3.757,103.66,2.0,1445.85,9517.02,20731.6,4317.57,2098.88,4973.11,4866.82,2815.72,4875.18,55641.74,3.35,146,19,165,1.4,True,26953.72,47425.59,74379.3
GNAF-GANSW712272003,UNIT 1 11 HIGH STREET,LISMORE,2480,-28.80382286,153.28658655,26.01799964904785,,112.8,separate_house,4,1,0,0.15901060070671377,short_stumps,0.5,circuit_breaker_rcd,9,standard_laminate,vinyl,44,13.4,14.4,0.0,0.0,12.74,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW705226218,UNIT 2 2 PENDARA CRESCENT,LISMORE HEIGHTS,2480,-28.80023021,153.29487761,58.19499969482422,,40.0,flat_or_apartment,1,2,0,0.5830388692579506,slab_on_ground,0.15,ceramic_fuse,9,stone_benchtop,laminate,36,13.4,14.4,0.0,0.0,7.59,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW706527971,UNIT 9 29 CAROLINA STREET,LISMORE HEIGHTS,2480,-28.79935755,153.29459143,45.19599914550781,,78.5,separate_house,3,2,0,0.5830388692579506,short_stumps,0.5,ceramic_fuse,8,standard_laminate,timber_floorboards,64,13.4,14.4,0.0,0.0,10.63,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW706538209,UNIT 17 29 CAROLINA STREET,LISMORE HEIGHTS,2480,-28.80015493,153.29457667,48.33100128173828,,65.5,separate_house,2,2,0,0.5830388692579506,high_stumps,1.5,ceramic_fuse,6,standard_laminate,timber_floorboards,78,13.4,14.4,0.0,0.0,9.71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW718541092,UNIT 2 495 BALLINA ROAD,GOONELLABAH,2480,-28.8138755,153.31192036,154.50900268554688,,104.3,separate_house,3,1,0,0.9328621908127208,short_stumps,0.5,circuit_breaker_rcd,13,stone_benchtop,tile,28,13.4,14.4,0.0,0.0,12.26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW716746095,8A WINDSOR COURT,GOONELLABAH,2480,-28.81303278,153.33390971,118.78800201416016,,51.5,semi_detached,2,0,0,0.9328621908127208,high_stumps,1.5,circuit_breaker_rcd,13,premium_stone_island,laminate,29,13.4,14.4,0.0,0.0,8.61,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW716735672,46 KOOKABURRA TERRACE,GOONELLABAH,2480,-28.82566021,153.33670294,151.84100341796875,,100.6,semi_detached,3,2,0,0.9328621908127208,short_stumps,0.5,circuit_breaker_rcd,20,premium_stone_island,laminate,5,13.4,14.4,0.0,0.0,12.04,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW717605966,CHAUVEL VILLAGE UNIT 30 1 STAR AVENUE,GOONELLABAH,2480,-28.81213414,153.34170072,149.18899536132812,,145.1,separate_house,4,1,0,0.9328621908127208,slab_on_ground,0.15,circuit_breaker_rcd,17,stone_benchtop,timber_floorboards,8,13.4,14.4,0.0,0.0,14.45,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW704839893,32 CARRAMAR DRIVE,GOONELLABAH,2480,-28.81588387,153.32650924,128.69900512695312,,127.8,separate_house,4,2,0,0.9328621908127208,slab_on_ground,0.15,circuit_breaker_rcd,14,standard_laminate,timber_floorboards,41,13.4,14.4,0.0,0.0,13.57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW717606015,CHAUVEL VILLAGE UNIT 76 1 STAR AVENUE,GOONELLABAH,2480,-28.81197812,153.34089446,147.50999450683594,,60.7,semi_detached,2,1,0,0.9328621908127208,high_stumps,1.5,circuit_breaker_rcd,14,premium_stone_island,polished_concrete,28,13.4,14.4,0.0,0.0,9.35,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW719188827,UNIT 5 76 WOODLARK STREET,LISMORE,2480,-28.80699512,153.27864379,10.215999603271484,"[[153.2787105, -28.806795800000003], [153.2784714, -28.807152099999993], [153.27855120000004, -28.8071925], [153.278789, -28.806836300000004], [153.2787105, -28.806795800000003]]",51.1,separate_house,4,1,0,0.15901060070671377,slab_on_ground,0.15,circuit_breaker_rcd,10,basic_laminate,carpet,60,13.4,14.4,4.034,4.034,68.62,2.0,2267.64,6714.45,2750.92,4274.3,2080.12,4501.82,2317.0,1943.96,1859.17,28709.38,3.96,130,17,147,1.4,True,15035.5,20260.23,35295.72
GNAF-GANSW708003465,UNIT 5 13 COLLEEN PLACE,EAST LISMORE,2480,-28.82803403,153.29389477,11.086000442504883,,73.2,separate_house,2,2,0,0.38869257950530034,slab_on_ground,0.15,ceramic_fuse,6,basic_laminate,carpet,85,13.4,14.4,3.164,3.164,82.13,2.0,1471.92,6871.3,5385.4,3349.35,984.89,5931.35,3557.58,2379.91,2810.29,32741.98,2.32,143,15,158,1.4,True,20914.91,25301.82,46216.73
GNAF-GANSW708148498,UNIT 2 46 DONNANS ROAD,LISMORE HEIGHTS,2480,-28.8004665,153.29482909,58.23899841308594,,118.0,separate_house,4,2,0,0.5830388692579506,short_stumps,0.5,circuit_breaker_rcd,11,basic_laminate,carpet,57,13.4,14.4,0.0,0.0,13.04,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW712271692,1 BOUNTY STREET,LISMORE,2480,-28.81301462,153.27385212,10.21500015258789,"[[153.2736788, -28.812850599999994], [153.2736198, -28.8131599], [153.2741734, -28.813239799999995], [153.2742109, -28.81301230000001], [153.2737721, -28.8129559], [153.2737861, -28.8128666], [153.2736788, -28.812850599999994]]",1469.8,separate_house,3,1,0,0.15901060070671377,high_stumps,1.5,ceramic_fuse,30,basic_laminate,vinyl,136,13.4,14.4,2.685,2.685,368.04,2.0,1568.18,37829.94,76913.87,3183.1,5558.28,4322.13,58486.95,13197.82,68708.18,269768.45,5.11,266,78,344,1.4,True,236968.14,196374.27,433342.41
GNAF-GANSW709825172,79-97 TERANIA STREET,NORTH LISMORE,2480,-28.80197649,153.27253967,9.02299976348877,,59.0,separate_house,2,2,0,0.0,short_stumps,0.5,ceramic_fuse,6,basic_laminate,carpet,133,13.4,14.4,4.877,4.877,73.74,2.0,1386.5,5309.78,3459.98,3077.36,1330.67,3929.86,2128.82,2584.9,2216.55,25424.43,2.3,155,13,168,1.4,True,12965.46,15822.13,28787.59
GNAF-GANSW719192019,UNIT 2 23 MCINTOSH ROAD,CHILCOTTS GRASS,2480,-28.82982765,153.33464218,153.45599365234375,,121.8,separate_house,4,2,0,0.9045936395759717,slab_on_ground,0.15,circuit_breaker_rcd,12,standard_laminate,timber_floorboards,62,13.4,14.4,0.0,0.0,13.24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW705237015,UNIT 3 17 PENDARA CRESCENT,LISMORE HEIGHTS,2480,-28.79813461,153.29543843,53.24300003051758,,101.1,separate_house,3,1,0,0.5830388692579506,short_stumps,0.5,circuit_breaker_basic,9,standard_laminate,vinyl,66,13.4,14.4,0.0,0.0,12.07,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW705231103,UNIT 6 63 O'FLYNN STREET,LISMORE HEIGHTS,2480,-28.80680369,153.29673887,88.3280029296875,,100.7,separate_house,4,2,0,0.5830388692579506,slab_on_ground,0.15,circuit_breaker_rcd,18,stone_benchtop,tile,7,13.4,14.4,0.0,0.0,12.04,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW709557127,127 DONNANS ROAD,LISMORE HEIGHTS,2480,-28.80091739,153.29460414,56.9379997253418,,93.7,separate_house,3,2,0,0.5830388692579506,short_stumps,0.5,circuit_breaker_rcd,13,stone_benchtop,tile,28,13.4,14.4,0.0,0.0,11.62,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW708169858,UNIT 2 36 BARR SCOTT DRIVE,LISMORE HEIGHTS,2480,-28.80725956,153.30668913,81.91300201416016,,62.0,semi_detached,2,1,0,0.5830388692579506,high_stumps,1.5,circuit_breaker_rcd,13,stone_benchtop,tile,29,13.4,14.4,0.0,0.0,9.45,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW719190607,SHOP 6 44 CARRINGTON STREET,LISMORE,2480,-28.81046121,153.27652167,10.272000312805176,"[[153.2763272, -28.810173800000012], [153.2757611, -28.8110261], [153.2760016, -28.81115189999999], [153.276067, -28.811051399999997], [153.2761213, -28.811082], [153.2762656, -28.810866100000002], [153.2762988, -28.81088319999999], [153.27648730000004, -28.8109805], [153.2765116, -28.810992999999996], [153.27644870000003, -28.8110862], [153.2765312, -28.811130199999994], [153.2766802, -28.811209600000005], [153.2766923, -28.8112161], [153.2768734, -28.810958599999992], [153.2769788, -28.811002300000002], [153.2772228, -28.810608699999992], [153.2763272, -28.810173800000012]]",172.7,separate_house,3,2,0,0.15901060070671377,short_stumps,0.5,circuit_breaker_basic,11,basic_laminate,carpet,64,13.4,14.4,3.628,3.628,126.16,2.0,2064.89,13018.14,10487.39,4547.52,1997.11,3559.22,6738.79,4682.22,9419.04,56514.32,5.11,199,22,221,1.4,True,46998.27,45891.22,92889.48
GNAF-GANSW716495375,UNIT 6 7 KRAUSS AVENUE,SOUTH LISMORE,2480,-28.82251332,153.26408191,11.713000297546387,,65.9,separate_house,2,1,0,0.0,short_stumps,0.5,ceramic_fuse,6,basic_laminate,vinyl,141,13.4,14.4,2.187,2.187,77.93,2.0,1154.23,7720.46,3208.2,3012.71,1541.44,4194.8,2893.4,2700.07,3150.03,29575.34,6.08,351,14,365,1.4,True,21235.8,26580.24,47816.04
GNAF-GANSW719895207,UNIT 1 2-6 WATT AVENUE,GOONELLABAH,2480,-28.82275267,153.31444661,148.37100219726562,,80.0,separate_house,3,2,0,0.9328621908127208,slab_on_ground,0.15,circuit_breaker_rcd,12,stone_benchtop,tile,22,13.4,14.4,0.0,0.0,10.73,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW709068299,106 BRIGHT STREET,EAST LISMORE,2480,-28.81807593,153.2944361,53.683998107910156,,87.4,separate_house,3,3,0,0.38869257950530034,slab_on_ground,0.15,ceramic_fuse,8,basic_laminate,carpet,98,13.4,14.4,0.0,0.0,11.22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW712300787,UNIT 2 19 ANDREWS CRESCENT,GOONELLABAH,2480,-28.82644706,153.30834214,138.17599487304688,,106.4,separate_house,4,1,0,0.9328621908127208,slab_on_ground,0.15,circuit_breaker_rcd,15,stone_benchtop,tile,4,13.4,14.4,0.0,0.0,12.38,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW712305347,UNIT 2 34 KRUSEANA AVENUE,GOONELLABAH,2480,-28.82723971,153.30696068,112.02999877929688,,97.8,separate_house,4,2,0,0.9328621908127208,slab_on_ground,0.15,circuit_breaker_rcd,11,stone_benchtop,timber_floorboards,43,13.4,14.4,0.0,0.0,11.87,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW718055995,41A MUSIC STREET,EAST LISMORE,2480,-28.81975371,153.295028,38.599998474121094,,90.4,separate_house,3,2,0,0.38869257950530034,short_stumps,0.5,ceramic_fuse,6,standard_laminate,timber_floorboards,81,13.4,14.4,0.0,0.0,11.41,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW705547080,169 TERANIA STREET,NORTH LISMORE,2480,-28.79958553,153.26413968,17.30699920654297,,100.3,separate_house,3,3,0,0.0,short_stumps,0.5,ceramic_fuse,8,basic_laminate,carpet,158,13.4,14.4,0.0,0.0,12.02,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
